,location,total_sqft,bath,price,bedrooms
529,BEML Layout,2000,3.0,85.0,3.0
530,BEML Layout,2000,2.0,85.0,3.0
531,BEML Layout,2000,3.0,85.0,3.0
532,BEML Layout,2000,3.0,85.0,3.0
533,BEML Layout,2400,4.0,225.0,5.0
534,BTM 2nd Stage,950,2.0,52.0,2.0
535,BTM 2nd Stage,1200,2.0,80.0,2.0
536,BTM 2nd Stage,1274,2.0,70.0,2.0
537,BTM 2nd Stage,1070,2.0,48.0,2.0
538,BTM 2nd Stage,1280,2.0,80.0,2.0
539,BTM 2nd Stage,1100,2.0,70.0,2.0
540,BTM 2nd Stage,1000,2.0,58.0,2.0
541,BTM 2nd Stage,1265,2.0,55.0,2.0
542,BTM 2nd Stage,965,2.0,56.0,2.0
543,BTM 2nd Stage,1147,2.0,75.0,2.0
544,BTM 2nd Stage,1400,2.0,90.0,2.0
545,BTM 2nd Stage,1200,2.0,70.0,2.0
546,BTM 2nd Stage,1100,2.0,47.0,2.0
547,BTM 2nd Stage,930,2.0,46.0,2.0
548,BTM 2nd Stage,1260,5.0,185.0,3.0
549,BTM 2nd Stage,1850,3.0,170.0,3.0
550,BTM 2nd Stage,1250,3.0,50.0,3.0
551,BTM 2nd Stage,2200,3.0,220.0,3.0
552,BTM 2nd Stage,2780,4.0,325.0,3.0
553,BTM 2nd Stage,2400,2.0,360.0,3.0
554,BTM 2nd Stage,1750,3.0,172.0,3.0
555,BTM 2nd Stage,1265,2.0,55.0,3.0
556,BTM 2nd Stage,2500,3.0,345.0,3.0
557,BTM 2nd Stage,2990,5.0,416.0,5.0
558,BTM Layout,450,1.0,20.0,1.0
559,BTM Layout,1150,2.0,63.0,2.0
560,BTM Layout,935,2.0,51.5,2.0
561,BTM Layout,1020,2.0,46.5,2.0
562,BTM Layout,1196,2.0,56.81,2.0
563,BTM Layout,1450,2.0,81.0,3.0
564,BTM Layout,1458,3.0,79.0,3.0
565,BTM Layout,1600,3.0,112.0,3.0
566,BTM Layout,1300,2.0,75.0,3.0
567,BTM Layout,1540,2.0,78.0,3.0
568,BTM Layout,1470,2.0,99.0,3.0
569,BTM Layout,3300,6.0,165.0,6.0
570,Babusapalaya,1141,2.0,46.0,2.0
571,Babusapalaya,1050,2.0,45.0,2.0
572,Babusapalaya,1141,2.0,45.9,2.0
573,Babusapalaya,1105,2.0,40.0,2.0
574,Babusapalaya,1100,2.0,38.0,2.0
575,Babusapalaya,1061,2.0,33.84,2.0
576,Babusapalaya,1061,2.0,38.95,2.0
577,Babusapalaya,1061,2.0,34.0,2.0
578,Babusapalaya,1245,2.0,58.0,2.0
579,Babusapalaya,1358,2.0,43.4,3.0
580,Babusapalaya,1213,2.0,41.39,3.0
581,Babusapalaya,1611,2.0,66.0,3.0
582,Babusapalaya,1167,2.0,39.98,3.0
583,Babusapalaya,1675,3.0,75.0,3.0
584,Babusapalaya,1453,2.0,43.59,3.0
585,Babusapalaya,1358,2.0,43.1,3.0
586,Babusapalaya,1230,3.0,53.0,3.0
587,Babusapalaya,1410,2.0,65.0,3.0
588,Babusapalaya,1213,2.0,36.37,3.0
589,Badavala Nagar,1274,2.0,81.0,2.0
590,Badavala Nagar,1274,2.0,81.0,2.0
591,Badavala Nagar,1494,2.0,94.55,3.0
592,Badavala Nagar,1842,3.0,115.0,3.0
593,Badavala Nagar,1494,2.0,94.55,3.0
594,Badavala Nagar,1494,2.0,94.55,3.0
595,Badavala Nagar,1842,3.0,115.0,3.0
596,Badavala Nagar,1842,3.0,115.0,3.0
597,Badavala Nagar,1842,3.0,115.0,3.0
598,Balagere,675,1.0,45.0,1.0
599,Balagere,656,1.0,43.0,1.0
600,Balagere,645,1.0,34.18,1.0
601,Balagere,656,1.0,38.77,1.0
602,Balagere,645,1.0,39.0,1.0
603,Balagere,645,1.0,41.0,1.0
604,Balagere,661,1.0,33.0,1.0
605,Balagere,656,1.0,34.77,1.0
606,Balagere,1210,2.0,80.9,2.0
607,Balagere,1210,2.0,72.0,2.0
608,Balagere,1205,2.0,78.5,2.0
609,Balagere,1145,2.0,65.0,2.0
610,Balagere,1012,2.0,54.59,2.0
611,Balagere,1012,2.0,75.0,2.0
612,Balagere,1007,2.0,65.0,2.0
613,Balagere,1205,2.0,70.0,2.0
614,Balagere,1210,2.0,74.0,2.0
615,Balagere,1210,2.0,83.0,2.0
616,Balagere,1012,2.0,54.59,2.0
617,Balagere,1012,2.0,64.0,2.0
618,Balagere,1007,2.0,62.0,2.0
619,Balagere,1007,2.0,67.0,2.0
620,Balagere,1007,2.0,66.0,2.0
621,Balagere,1205,2.0,63.86,2.0
622,Balagere,1012,2.0,53.58,2.0
623,Balagere,1007,2.0,75.0,2.0
624,Balagere,1007,2.0,53.0,2.0
625,Balagere,1210,2.0,69.0,2.0
626,Balagere,1012,2.0,65.0,2.0
627,Balagere,1210,2.0,82.0,2.0
628,Balagere,1205,2.0,73.87,2.0
629,Balagere,1012,2.0,70.0,2.0
630,Balagere,1007,2.0,68.0,2.0
631,Balagere,1205,2.0,67.0,2.0
632,Balagere,1205,2.0,79.0,2.0
633,Balagere,1012,2.0,68.0,2.0
634,Balagere,1590,3.0,79.0,3.0
635,Banashankari,2400,1.0,200.0,1.0
636,Banashankari,720,1.0,60.0,1.0
637,Banashankari,1077,2.0,37.64,2.0
638,Banashankari,1125,2.0,63.0,2.0
639,Banashankari,1310,2.0,80.0,2.0
640,Banashankari,1260,2.0,75.0,2.0
641,Banashankari,1170,2.0,46.79,2.0
642,Banashankari,1330,2.0,78.0,2.0
643,Banashankari,1020,2.0,40.79,2.0
644,Banashankari,1600,2.0,63.98,2.0
645,Banashankari,1041,2.0,36.44,2.0
646,Banashankari,1390,2.0,86.0,2.0
647,Banashankari,1460,2.0,70.0,2.0
648,Banashankari,1200,2.0,60.0,2.0
649,Banashankari,1290,2.0,80.0,2.0
650,Banashankari,1186,2.0,65.0,2.0
651,Banashankari,1181,2.0,75.0,2.0
652,Banashankari,1105,2.0,90.0,2.0
653,Banashankari,1040,2.0,45.0,2.0
654,Banashankari,1330,2.0,77.0,2.0
655,Banashankari,1200,2.0,49.0,2.0
656,Banashankari,1185,2.0,67.0,2.0
657,Banashankari,1000,2.0,50.0,2.0
658,Banashankari,1310,2.0,80.43,2.0
659,Banashankari,1430,2.0,87.8,2.0
660,Banashankari,1020,2.0,42.83,2.0
661,Banashankari,1195,2.0,35.84,2.0
662,Banashankari,1175,2.0,41.13,2.0
663,Banashankari,1450,2.0,50.75,2.0
664,Banashankari,1100,2.0,63.0,2.0
665,Banashankari,1020,2.0,40.79,2.0
666,Banashankari,1260,2.0,75.0,2.0
667,Banashankari,1200,2.0,42.0,3.0
668,Banashankari,1470,2.0,88.64,3.0
669,Banashankari,1300,2.0,75.0,3.0
670,Banashankari,1800,3.0,115.0,3.0
671,Banashankari,1340,2.0,53.6,3.0
672,Banashankari,1900,2.0,170.0,3.0
673,Banashankari,1350,2.0,83.0,3.0
674,Banashankari,1425,3.0,49.88,3.0
675,Banashankari,1400,2.0,78.0,3.0
676,Banashankari,1700,3.0,125.0,3.0
677,Banashankari,1650,3.0,101.0,3.0
678,Banashankari,1300,2.0,55.0,3.0
679,Banashankari,1650,3.0,90.75,3.0
680,Banashankari,1650,3.0,101.0,3.0
681,Banashankari,1372,2.0,48.02,3.0
682,Banashankari,1540,3.0,80.0,3.0
683,Banashankari,1683,3.0,115.0,3.0
684,Banashankari,1800,3.0,125.0,3.0
685,Banashankari,1750,2.0,89.0,3.0
686,Banashankari,1800,3.0,175.0,3.0
687,Banashankari,1770,3.0,108.0,3.0
688,Banashankari,1800,3.0,125.0,3.0
689,Banashankari,1200,2.0,42.0,3.0
690,Banashankari,1420,3.0,66.0,3.0
691,Banashankari,1200,3.0,74.52,3.0
692,Banashankari,1340,2.0,53.6,3.0
693,Banashankari,1426,3.0,85.0,3.0
694,Banashankari,2500,4.0,95.0,4.0
695,Banashankari Stage II,1700,2.0,150.0,2.0
696,Banashankari Stage II,1250,2.0,110.0,2.0
697,Banashankari Stage II,1400,2.0,100.0,2.0
698,Banashankari Stage II,1245,2.0,125.0,2.0
699,Banashankari Stage II,1500,2.0,120.0,3.0
700,Banashankari Stage II,1240,2.0,59.52,3.0
701,Banashankari Stage II,1260,2.0,95.0,3.0
702,Banashankari Stage II,2400,2.0,300.0,3.0
703,Banashankari Stage II,3000,3.0,450.0,3.0
704,Banashankari Stage II,1200,2.0,198.0,3.0
705,Banashankari Stage II,1200,2.0,150.0,4.0
706,Banashankari Stage II,2400,3.0,510.0,5.0
707,Banashankari Stage II,2800,3.0,425.0,5.0
708,Banashankari Stage III,1145,2.0,58.4,2.0
709,Banashankari Stage III,1200,2.0,42.0,2.0
710,Banashankari Stage III,1304,2.0,111.0,2.0
711,Banashankari Stage III,1085,2.0,50.0,2.0
712,Banashankari Stage III,1305,2.0,58.7,3.0
713,Banashankari Stage III,1650,3.0,118.0,3.0
714,Banashankari Stage III,1350,2.0,68.0,3.0
715,Banashankari Stage III,1305,2.0,59.0,3.0
716,Banashankari Stage III,1305,2.0,60.0,3.0
717,Banashankari Stage III,1305,2.0,59.0,3.0
718,Banashankari Stage III,1480,3.0,75.48,3.0
719,Banashankari Stage III,1305,2.0,59.0,3.0
720,Banashankari Stage III,1500,2.0,100.0,3.0
721,Banashankari Stage III,1420,2.0,95.0,3.0
722,Banashankari Stage III,2400,4.0,240.0,4.0
723,Banashankari Stage III,2000,4.0,100.0,4.0
724,Banashankari Stage III,2100,3.0,147.0,4.0
725,Banashankari Stage III,3000,6.0,150.0,6.0
726,Banashankari Stage V,1035,2.0,35.77,2.0
727,Banashankari Stage V,920,2.0,41.5,2.0
728,Banashankari Stage V,1300,2.0,58.5,3.0
729,Banashankari Stage V,1305,2.0,49.0,3.0
730,Banashankari Stage V,1355,2.0,61.0,3.0
731,Banashankari Stage V,1510,3.0,47.57,3.0
732,Banashankari Stage V,1650,3.0,51.98,3.0
733,Banashankari Stage V,1630,3.0,51.35,3.0
734,Banashankari Stage V,1510,3.0,47.57,3.0
735,Banashankari Stage V,1315,2.0,49.0,3.0
736,Banashankari Stage V,1540,3.0,48.51,3.0
737,Banashankari Stage VI,1177,2.0,59.935,2.0
738,Banashankari Stage VI,1160,2.0,59.0,2.0
739,Banashankari Stage VI,1180,2.0,59.47,2.0
740,Banashankari Stage VI,1423,2.0,71.73,3.0
741,Banashankari Stage VI,1392,3.0,69.46,3.0
742,Banashankari Stage VI,1410,2.0,70.385,3.0
743,Banashankari Stage VI,4800,4.0,190.0,4.0
744,Banashankari Stage VI,2800,4.0,89.0,4.0
745,Banashankari Stage VI,2200,4.0,195.0,4.0
746,Banashankari Stage VI,4800,3.0,200.0,4.0
747,Banaswadi,527,1.0,35.0,0.5
748,Banaswadi,1184,2.0,53.0,2.0
749,Banaswadi,1145,2.0,55.0,2.0
750,Banaswadi,1250,2.0,60.0,2.0
751,Banaswadi,1365,2.0,73.0,2.0
752,Banaswadi,1222,2.0,80.0,2.0
753,Banaswadi,1200,2.0,60.0,2.0
754,Banaswadi,1340,2.0,73.0,2.0
755,Banaswadi,1008,2.0,52.0,2.0
756,Banaswadi,1105,2.0,57.0,2.0
757,Banaswadi,1600,3.0,74.5,3.0
758,Banaswadi,1903,6.0,140.0,5.0
759,Banjara Layout,1200,2.0,70.0,2.0
760,Banjara Layout,1050,2.0,64.8,2.0
761,Banjara Layout,753,3.0,59.5,2.0
762,Banjara Layout,2500,4.0,140.0,3.0
763,Bannerghatta,1100,2.0,66.0,2.0
764,Bannerghatta,1113,2.0,70.0,2.0
765,Bannerghatta,1070,2.0,87.0,2.0
766,Bannerghatta,1665,3.0,110.0,3.0
767,Bannerghatta,1776,3.0,124.0,3.0
768,Bannerghatta,1776,3.0,150.0,3.0
769,Bannerghatta,3012,6.0,250.0,4.0
770,Bannerghatta,2895,4.0,246.0,4.0
771,Bannerghatta Road,595,1.0,33.32,1.0
772,Bannerghatta Road,595,1.0,31.83,1.0
773,Bannerghatta Road,630,1.0,35.0,1.0
774,Bannerghatta Road,1050,2.0,65.0,2.0
775,Bannerghatta Road,1179,2.0,66.02,2.0
776,Bannerghatta Road,1122,2.0,58.935,2.0
777,Bannerghatta Road,1400,2.0,78.0,2.0
778,Bannerghatta Road,1215,2.0,50.0,2.0
779,Bannerghatta Road,1181,2.0,55.0,2.0
780,Bannerghatta Road,1200,2.0,75.0,2.0
781,Bannerghatta Road,1105,2.0,51.0,2.0
782,Bannerghatta Road,1255,2.0,65.26,2.0
783,Bannerghatta Road,912,2.0,55.0,2.0
784,Bannerghatta Road,1218,2.0,73.0,2.0
785,Bannerghatta Road,1115,2.0,65.12,2.0
786,Bannerghatta Road,1275,2.0,65.0,2.0
787,Bannerghatta Road,892,2.0,39.0,2.0
788,Bannerghatta Road,1260,2.0,70.0,2.0
789,Bannerghatta Road,1157,2.0,40.0,2.0
790,Bannerghatta Road,1150,2.0,65.0,2.0
791,Bannerghatta Road,1100,2.0,39.0,2.0
792,Bannerghatta Road,950,2.0,38.0,2.0
793,Bannerghatta Road,1220,2.0,80.0,2.0
794,Bannerghatta Road,1130,2.0,78.0,2.0
795,Bannerghatta Road,1015,2.0,48.0,2.0
796,Bannerghatta Road,1115,2.0,61.0,2.0
797,Bannerghatta Road,1136,2.0,48.0,2.0
798,Bannerghatta Road,1302,2.0,67.73,2.0
799,Bannerghatta Road,1200,2.0,65.0,2.0
800,Bannerghatta Road,1240,2.0,65.0,2.0
801,Bannerghatta Road,1268,2.0,69.0,2.0
802,Bannerghatta Road,960,2.0,58.0,2.0
803,Bannerghatta Road,1275,2.0,73.0,2.0
804,Bannerghatta Road,1240,2.0,71.0,2.0
805,Bannerghatta Road,1215,2.0,68.0,2.0
806,Bannerghatta Road,1215,2.0,68.0,2.0
807,Bannerghatta Road,1280,2.0,60.16,2.0
808,Bannerghatta Road,1215,2.0,68.0,2.0
809,Bannerghatta Road,1115,2.0,78.0,2.0
810,Bannerghatta Road,1247,2.0,47.39,2.0
811,Bannerghatta Road,1237,2.0,49.49,2.0
812,Bannerghatta Road,905,2.0,65.0,2.0
813,Bannerghatta Road,1000,2.0,50.0,2.0
814,Bannerghatta Road,1012,2.0,45.0,2.0
815,Bannerghatta Road,1340,2.0,85.0,2.0
816,Bannerghatta Road,1115,2.0,61.0,2.0
817,Bannerghatta Road,1154,2.0,47.0,2.0
818,Bannerghatta Road,1000,2.0,44.5,2.0
819,Bannerghatta Road,1250,2.0,48.0,2.0
820,Bannerghatta Road,1012,2.0,44.0,2.0
821,Bannerghatta Road,1200,2.0,78.0,2.0
822,Bannerghatta Road,905,2.0,58.0,2.0
823,Bannerghatta Road,1270,2.0,45.0,2.0
824,Bannerghatta Road,1122,2.0,61.74,2.0
825,Bannerghatta Road,1206,2.0,53.0,2.0
826,Bannerghatta Road,1150,2.0,55.0,2.0
827,Bannerghatta Road,1215,2.0,65.0,2.0
828,Bannerghatta Road,1022,2.0,35.0,2.0
829,Bannerghatta Road,1246,2.0,47.35,2.0
830,Bannerghatta Road,1160,2.0,45.0,2.0
831,Bannerghatta Road,970,2.0,57.0,2.0
832,Bannerghatta Road,1170,2.0,66.0,3.0
833,Bannerghatta Road,1445,3.0,95.0,3.0
834,Bannerghatta Road,1640,2.0,120.0,3.0
835,Bannerghatta Road,1460,2.0,90.0,3.0
836,Bannerghatta Road,1556,2.0,59.13,3.0
837,Bannerghatta Road,1484,3.0,52.5,3.0
838,Bannerghatta Road,1654,3.0,100.0,3.0
839,Bannerghatta Road,1460,2.0,72.0,3.0
840,Bannerghatta Road,1760,3.0,67.0,3.0
841,Bannerghatta Road,1550,3.0,78.0,3.0
842,Bannerghatta Road,1550,3.0,82.0,3.0
843,Bannerghatta Road,1550,2.0,75.0,3.0
844,Bannerghatta Road,1650,3.0,122.0,3.0
845,Bannerghatta Road,1427,2.0,48.51,3.0
846,Bannerghatta Road,1344,2.0,42.0,3.0
847,Bannerghatta Road,1893,3.0,100.0,3.0
848,Bannerghatta Road,1600,3.0,95.0,3.0
849,Bannerghatta Road,1880,3.0,95.0,3.0
850,Bannerghatta Road,1788,3.0,90.0,3.0
851,Bannerghatta Road,1400,3.0,68.0,3.0
852,Bannerghatta Road,1725,3.0,110.0,3.0
853,Bannerghatta Road,1350,2.0,51.0,3.0
854,Bannerghatta Road,1486,3.0,83.22,3.0
855,Bannerghatta Road,1460,2.0,75.0,3.0
856,Bannerghatta Road,1200,2.0,69.0,3.0
857,Bannerghatta Road,1465,2.0,76.0,3.0
858,Bannerghatta Road,1476,3.0,125.0,3.0
859,Bannerghatta Road,1532,3.0,84.29,3.0
860,Bannerghatta Road,1465,2.0,45.87,3.0
861,Bannerghatta Road,1450,2.0,87.0,3.0
862,Bannerghatta Road,1450,3.0,44.0,3.0
863,Bannerghatta Road,1625,2.0,75.0,3.0
864,Bannerghatta Road,1750,3.0,130.0,3.0
865,Bannerghatta Road,1430,3.0,59.0,3.0
866,Bannerghatta Road,1305,2.0,60.0,3.0
867,Bannerghatta Road,1894,3.0,115.0,3.0
868,Bannerghatta Road,1655,2.0,62.89,3.0
869,Bannerghatta Road,1693,3.0,89.0,3.0
870,Bannerghatta Road,1365,3.0,76.18,3.0
871,Bannerghatta Road,1532,3.0,79.465,3.0
872,Bannerghatta Road,1535,3.0,60.0,3.0
873,Bannerghatta Road,1655,3.0,90.0,3.0
874,Bannerghatta Road,1650,3.0,94.0,3.0
875,Bannerghatta Road,1725,3.0,85.0,3.0
876,Bannerghatta Road,1460,2.0,80.0,3.0
877,Bannerghatta Road,1711,3.0,125.0,3.0
878,Bannerghatta Road,1520,2.0,81.0,3.0
879,Bannerghatta Road,1640,3.0,105.0,3.0
880,Bannerghatta Road,1656,2.0,62.93,3.0
881,Bannerghatta Road,1527,3.0,115.0,3.0
882,Bannerghatta Road,1660,3.0,85.0,3.0
883,Bannerghatta Road,1880,3.0,96.5,3.0
884,Bannerghatta Road,1550,3.0,96.0,3.0
885,Bannerghatta Road,1885,3.0,125.0,3.0
886,Bannerghatta Road,1453,2.0,73.0,3.0
887,Bannerghatta Road,1450,2.0,78.0,3.0
888,Bannerghatta Road,1630,3.0,68.0,3.0
889,Bannerghatta Road,1400,3.0,69.0,3.0
890,Bannerghatta Road,1465,2.0,75.0,3.0
891,Bannerghatta Road,1920,3.0,122.0,3.0
892,Bannerghatta Road,1660,3.0,80.0,3.0
893,Bannerghatta Road,1520,2.0,80.0,3.0
894,Bannerghatta Road,1270,2.0,73.0,3.0
895,Bannerghatta Road,1846,3.0,120.0,3.0
896,Bannerghatta Road,1655,3.0,95.0,3.0
897,Bannerghatta Road,1510,2.0,110.0,3.0
898,Bannerghatta Road,1470,2.0,85.0,3.0
899,Bannerghatta Road,1527,3.0,142.0,3.0
900,Bannerghatta Road,1380,3.0,58.0,4.0
901,Bannerghatta Road,2700,4.0,260.0,4.0
902,Bannerghatta Road,2932,5.0,195.0,4.0
903,Bannerghatta Road,3230,5.0,165.0,4.0
904,Bannerghatta Road,2185,3.0,120.0,4.0
905,Bannerghatta Road,2400,4.0,180.0,4.0
906,Bannerghatta Road,3000,4.0,140.0,4.0
907,Bannerghatta Road,2700,5.0,158.0,5.0
908,Bannerghatta Road,1850,6.0,150.0,6.0
909,Basavangudi,1036,2.0,105.0,2.0
910,Basavangudi,1100,2.0,93.0,2.0
911,Basavangudi,1050,2.0,103.0,2.0
912,Basavangudi,1180,2.0,124.0,2.0
913,Basavangudi,1200,2.0,120.0,2.0
914,Basavangudi,1500,2.0,143.0,3.0
915,Basavangudi,1850,3.0,168.0,3.0
916,Basavangudi,1600,2.0,160.0,3.0
917,Basavangudi,1825,3.0,175.0,3.0
918,Basavangudi,1800,3.0,195.0,3.0
919,Basavangudi,1350,2.0,130.0,3.0
920,Basavangudi,1485,3.0,140.0,3.0
921,Basavangudi,1600,3.0,130.0,3.0
922,Basavangudi,1850,3.0,150.0,3.0
923,Basavangudi,2600,4.0,260.0,4.0
924,Basavangudi,2453,3.0,250.0,4.0
925,Basaveshwara Nagar,1200,2.0,90.0,2.0
926,Basaveshwara Nagar,1200,2.0,80.0,2.0
927,Basaveshwara Nagar,1200,2.0,85.0,2.0
928,Basaveshwara Nagar,1200,2.0,70.0,2.0
929,Basaveshwara Nagar,1865,3.0,145.0,3.0
930,Basaveshwara Nagar,1900,3.0,150.0,3.0
931,Basaveshwara Nagar,4500,5.0,415.0,5.0
932,Basaveshwara Nagar,2400,4.0,310.0,5.0
933,Battarahalli,1200,2.0,65.0,2.0
934,Battarahalli,1300,2.0,50.0,2.0
935,Battarahalli,1135,2.0,43.0,2.0
936,Battarahalli,1276,2.0,45.0,2.0
937,Battarahalli,1071,2.0,62.0,2.0
938,Battarahalli,1165,2.0,43.0,2.0
939,Battarahalli,1090,2.0,38.37,2.0
940,Battarahalli,1097,2.0,49.0,2.0
941,Battarahalli,1779,3.0,89.61,3.0
942,Battarahalli,1945,3.0,97.42,3.0
943,Battarahalli,1777,3.0,100.0,3.0
944,Battarahalli,1880,3.0,94.36,3.0
945,Battarahalli,1779,3.0,90.0,3.0
946,Battarahalli,1516,3.0,65.0,3.0
947,Battarahalli,2082,3.0,104.0,3.0
948,Battarahalli,2024,3.0,103.0,3.0
949,Begur,1100,2.0,55.0,2.0
950,Begur,1306,2.0,65.0,2.0
951,Begur,815,2.0,40.0,2.0
952,Begur,1419,2.0,59.0,3.0
953,Begur,1580,3.0,75.0,3.0
954,Begur,1559,3.0,63.0,3.0
955,Begur,1445,2.0,47.1,3.0
956,Begur,1475,2.0,74.0,3.0
957,Begur,1304,3.0,65.0,3.0
958,Begur,1411,2.0,60.0,3.0
959,Begur,1443,2.0,70.0,3.0
960,Begur,1664,4.0,65.0,4.0
961,Begur Road,1200,2.0,44.0,2.0
962,Begur Road,1200,2.0,46.8,2.0
963,Begur Road,1160,2.0,44.0,2.0
964,Begur Road,1200,2.0,43.2,2.0
965,Begur Road,1160,2.0,44.08,2.0
966,Begur Road,1200,2.0,45.0,2.0
967,Begur Road,1200,2.0,37.8,2.0
968,Begur Road,1160,2.0,40.59,2.0
969,Begur Road,1260,2.0,46.62,2.0
970,Begur Road,1160,2.0,42.0,2.0
971,Begur Road,1240,2.0,39.06,2.0
972,Begur Road,1200,2.0,45.0,2.0
973,Begur Road,1170,2.0,46.0,2.0
974,Begur Road,1160,2.0,42.92,2.0
975,Begur Road,1160,2.0,42.0,2.0
976,Begur Road,1200,2.0,45.0,2.0
977,Begur Road,1200,2.0,42.6,2.0
978,Begur Road,1160,2.0,42.0,2.0
979,Begur Road,1200,2.0,45.6,2.0
980,Begur Road,1215,2.0,43.13,2.0
981,Begur Road,1160,2.0,36.54,2.0
982,Begur Road,1200,2.0,44.4,2.0
983,Begur Road,1260,2.0,39.69,2.0
984,Begur Road,1160,2.0,44.0,2.0
985,Begur Road,1200,2.0,42.0,2.0
986,Begur Road,1240,2.0,45.88,2.0
987,Begur Road,1200,2.0,44.0,2.0
988,Begur Road,1100,2.0,42.6,2.0
989,Begur Road,1200,2.0,44.4,2.0
990,Begur Road,1160,2.0,36.54,2.0
991,Begur Road,1215,2.0,43.75,2.0
992,Begur Road,1200,2.0,44.73,2.0
993,Begur Road,1160,2.0,42.0,2.0
994,Begur Road,1584,3.0,65.0,3.0
995,Begur Road,1500,2.0,54.0,3.0
996,Begur Road,1615,3.0,59.76,3.0
997,Begur Road,1615,3.0,60.0,3.0
998,Begur Road,1410,2.0,53.0,3.0
999,Begur Road,1600,3.0,58.14,3.0
1000,Begur Road,1410,2.0,44.42,3.0
1001,Begur Road,1500,2.0,70.0,3.0
1002,Begur Road,1500,2.0,55.0,3.0
1003,Begur Road,1410,2.0,52.17,3.0
1004,Begur Road,1615,3.0,58.0,3.0
1005,Begur Road,1583,3.0,74.4,3.0
1006,Begur Road,1410,2.0,52.17,3.0
1007,Begur Road,1410,2.0,50.06,3.0
1008,Begur Road,1565,2.0,59.76,3.0
1009,Begur Road,1400,2.0,50.06,3.0
1010,Begur Road,1410,2.0,53.58,3.0
1011,Begur Road,1565,2.0,57.91,3.0
1012,Begur Road,1615,3.0,50.87,3.0
1013,Begur Road,1565,2.0,49.3,3.0
1014,Begur Road,1410,2.0,49.34,3.0
1015,Begur Road,1565,2.0,56.34,3.0
1016,Begur Road,1565,2.0,56.0,3.0
1017,Begur Road,1200,3.0,50.0,3.0
1018,Begur Road,1410,2.0,44.42,3.0
1019,Begur Road,1500,2.0,47.25,3.0
1020,Begur Road,1565,2.0,57.91,3.0
1021,Begur Road,1410,2.0,54.99,3.0
1022,Begur Road,2464,6.0,118.0,4.0
1023,Bellandur,950,1.0,40.0,1.0
1024,Bellandur,1205,2.0,66.0,2.0
1025,Bellandur,1250,2.0,76.0,2.0
1026,Bellandur,1000,2.0,50.0,2.0
1027,Bellandur,1281,2.0,74.0,2.0
1028,Bellandur,921,2.0,40.0,2.0
1029,Bellandur,1220,2.0,60.0,2.0
1030,Bellandur,1299,2.0,82.0,2.0
1031,Bellandur,900,2.0,56.0,2.0
1032,Bellandur,1350,2.0,79.0,2.0
1033,Bellandur,1286,2.0,57.0,2.0
1034,Bellandur,1457,2.0,85.0,2.0
1035,Bellandur,1195,2.0,51.0,2.0
1036,Bellandur,1050,2.0,72.0,2.0
1037,Bellandur,1310,2.0,72.0,2.0
1038,Bellandur,924,2.0,35.11,2.0
1039,Bellandur,1051,2.0,60.0,2.0
1040,Bellandur,1060,2.0,65.0,2.0
1041,Bellandur,1100,2.0,62.0,2.0
1042,Bellandur,1550,2.0,59.0,2.0
1043,Bellandur,924,2.0,35.11,2.0
1044,Bellandur,982,2.0,55.0,2.0
1045,Bellandur,981,2.0,37.28,2.0
1046,Bellandur,1205,2.0,59.0,2.0
1047,Bellandur,1063,2.0,58.0,2.0
1048,Bellandur,1201,2.0,59.99,2.0
1049,Bellandur,1325,2.0,65.0,2.0
1050,Bellandur,1281,2.0,87.0,2.0
1051,Bellandur,1200,2.0,52.0,2.0
1052,Bellandur,1088,2.0,48.0,2.0
1053,Bellandur,1310,2.0,85.0,2.0
1054,Bellandur,982,2.0,37.28,2.0
1055,Bellandur,1465,3.0,90.0,2.0
1056,Bellandur,924,2.0,35.11,2.0
1057,Bellandur,1170,2.0,46.79,2.0
1058,Bellandur,1150,2.0,69.44,2.0
1059,Bellandur,1200,2.0,45.0,2.0
1060,Bellandur,1410,3.0,92.0,2.0
1061,Bellandur,950,2.0,35.0,2.0
1062,Bellandur,1015,2.0,60.0,2.0
1063,Bellandur,1049,2.0,51.0,2.0
1064,Bellandur,1211,2.0,63.0,2.0
1065,Bellandur,1185,2.0,47.39,2.0
1066,Bellandur,1200,2.0,62.0,2.0
1067,Bellandur,1251,2.0,47.0,2.0
1068,Bellandur,960,2.0,48.0,2.0
1069,Bellandur,850,2.0,45.0,2.0
1070,Bellandur,1454,2.0,90.0,2.0
1071,Bellandur,1195,2.0,52.0,2.0
1072,Bellandur,1260,2.0,83.5,2.0
1073,Bellandur,1047,2.0,75.0,2.0
1074,Bellandur,1096,2.0,40.0,2.0
1075,Bellandur,1262,2.0,47.0,2.0
1076,Bellandur,1767,3.0,103.0,3.0
1077,Bellandur,1490,2.0,98.0,3.0
1078,Bellandur,1398,3.0,68.0,3.0
1079,Bellandur,2039,3.0,168.0,3.0
1080,Bellandur,1605,3.0,85.0,3.0
1081,Bellandur,1692,3.0,88.0,3.0
1082,Bellandur,1785,3.0,118.0,3.0
1083,Bellandur,1450,3.0,68.0,3.0
1084,Bellandur,1400,2.0,44.81,3.0
1085,Bellandur,1685,3.0,100.0,3.0
1086,Bellandur,2000,3.0,85.0,3.0
1087,Bellandur,1785,3.0,120.0,3.0
1088,Bellandur,1767,3.0,109.0,3.0
1089,Bellandur,1830,3.0,90.0,3.0
